0,Id,IdType,description
Mapoly0004s0228,K08503 KOG3202 GO:0005515 PTHR12380 PF05739,KEGGORTH KOG GO PANTHER PFAM,syntaxin of plants SYP5 SNARE protein TLG1/Syntaxin 6 protein binding SYNTAXIN SNARE domain
Mapoly0004s0230,GO:0008080 PF00583 PTHR13355 PTHR13355:SF2,GO PFAM PANTHER PANTHER,N-acetyltransferase activity Acetyltransferase (GNAT) family GLUCOSAMINE 6-PHOSPHATE N-ACETYLTRANSFERASE gb def: acetyltransferase (gnat) family [caenorhabditis elegans]
Mapoly0004s0232,GO:0003677 PF00538 GO:0000786 GO:0005634 GO:0006334,GO PFAM GO GO GO,DNA binding linker histone H1 and H5 family nucleosome nucleus nucleosome assembly
Mapoly0004s0233,GO:0016020 PTHR19139 GO:0006810 KOG0223 PTHR19139:SF116 GO:0005215 PF00230,GO PANTHER GO KOG PANTHER GO PFAM,membrane AQUAPORIN TRANSPORTER transport Aquaporin (major intrinsic protein family) nan transporter activity Major intrinsic protein
Mapoly0004s0234,KOG4760 GO:0045145 PTHR14464 PF09810,KOG GO PANTHER PFAM,Uncharacterized conserved protein single-stranded DNA specific 5'-3' exodeoxyribonuclease activity FAMILY NOT NAMED Exonuclease V - a 5' deoxyribonuclease
Mapoly0004s0235,K12115 PF13418 PTHR23244 GO:0005515 KOG4693 GO:0004871 PF13426 GO:0007165 PF00646 PTHR23244:SF290,KEGGORTH PFAM PANTHER GO KOG GO PFAM GO PFAM PANTHER,"clock-associated PAS protein ZTL Galactose oxidase, central domain KELCH REPEAT DOMAIN protein binding Uncharacterized conserved protein, contains kelch repeat signal transducer activity PAS domain signal transduction F-box domain nan"
Mapoly0004s0238,KOG1586 PTHR13768:SF8 PTHR13768 GO:0006886 PF14938,KOG PANTHER PANTHER GO PFAM,"Protein required for fusion of vesicles in vesicular transport, alpha-SNAP ALPHA-SOLUBLE NSF ATTACHMENT PROTEIN (SNAP-ALPHA) SOLUBLE NSF ATTACHMENT PROTEIN (SNAP) intracellular protein transport Soluble NSF attachment protein, SNAP"
Mapoly0004s0239,PF07063 PTHR31136:SF1 PTHR31136,PFAM PANTHER PANTHER,Domain of unknown function (DUF1338) nan FAMILY NOT NAMED
Mapoly0004s0240,KOG3350 PTHR13200:SF1 PF10237 PTHR13200,KOG PANTHER PFAM PANTHER,Uncharacterized conserved protein SUBFAMILY NOT NAMED Probable N6-adenine methyltransferase UNCHARACTERIZED
Mapoly0004s0242,PTHR32133 PTHR32133:SF83 GO:0005515 PF00646,PANTHER PANTHER GO PFAM,FAMILY NOT NAMED nan protein binding F-box domain
Mapoly0004s0243,PF07876,PFAM,Stress responsive A/B Barrel Domain
Mapoly0004s0245,GO:0005515 PTHR14091 KOG0270 PF00400,GO PANTHER KOG PFAM,"protein binding WD REPEAT PROTEIN WD40 repeat-containing protein WD domain, G-beta repeat"
Mapoly0004s0248,1.2.1.9 GO:0055114 GO:0016491 GO:0008152 PTHR11699 K00131 KOG2450 PF00171 PTHR11699:SF29,EC GO GO GO PANTHER KEGGORTH KOG PFAM PANTHER,Glyceraldehyde-3-phosphate dehydrogenase (NADP(+)). oxidation-reduction process oxidoreductase activity metabolic process ALDEHYDE DEHYDROGENASE-RELATED glyceraldehyde-3-phosphate dehydrogenase (NADP) [EC:1.2.1.9] Aldehyde dehydrogenase Aldehyde dehydrogenase family NADP-DEPENDENT GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE
Mapoly0004s0249,GO:0000287 GO:0016791 GO:0009117 PF06437,GO GO GO PFAM,magnesium ion binding phosphatase activity nucleotide metabolic process IMP-specific 5'-nucleotidase
Mapoly0004s0250,GO:0005643 PF07817 GO:0016973 KOG2412 PTHR12960:SF0 PTHR12960,GO PFAM GO KOG PANTHER PANTHER,nuclear pore GLE1-like protein poly(A)+ mRNA export from nucleus Nuclear-export-signal (NES)-containing protein/polyadenylated-RNA export factor SUBFAMILY NOT NAMED GLE-1-RELATED
Mapoly0004s0252,GO:0004843 3.1.2.15 PTHR24006:SF24 PF00443 K11835 GO:0006511 PF14836 GO:0036459 PTHR24006 PF06337 KOG1870,GO EC PANTHER PFAM KEGGORTH GO PFAM GO PANTHER PFAM KOG,ubiquitin-specific protease activity Ubiquitin thiolesterase. SUBFAMILY NOT NAMED Ubiquitin carboxyl-terminal hydrolase ubiquitin carboxyl-terminal hydrolase 4/11/15 [EC:3.1.2.15] ubiquitin-dependent protein catabolic process Ubiquitin-like domain nan FAMILY NOT NAMED DUSP domain Ubiquitin C-terminal hydrolase
Mapoly0004s0253,GO:0016020 PTHR10896 PF03360 PTHR10896:SF17 KOG1476 GO:0015018,GO PANTHER PFAM PANTHER KOG GO,"membrane GALACTOSYLGALACTOSYLXYLOSYLPROTEIN 3-BETA-GLUCURONOSYLTRANSFERASE (BETA-1,3-GLUCURONYLTRANSFERASE) Glycosyltransferase family 43 nan Beta-1,3-glucuronyltransferase B3GAT1/SQV-8 galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity"
Mapoly0004s0254,PTHR18901 KOG2914 PF13419,PANTHER KOG PFAM,2-DEOXYGLUCOSE-6-PHOSPHATE PHOSPHATASE 2 Predicted haloacid-halidohydrolase and related hydrolases Haloacid dehalogenase-like hydrolase
Mapoly0004s0255,KOG4411 PTHR21181 GO:0009058 GO:0016740 PTHR21181:SF13 PF00494,KOG PANTHER GO GO PANTHER PFAM,Phytoene/squalene synthetase FAMILY NOT NAMED biosynthetic process transferase activity nan Squalene/phytoene synthase
Mapoly0004s0256,PF00009 PF00679 PTHR23115:SF108 GO:0003924 PTHR23115 GO:0005525 PF03144 KOG0462,PFAM PFAM PANTHER GO PANTHER GO PFAM KOG,Elongation factor Tu GTP binding domain Elongation factor G C-terminus nan GTPase activity TRANSLATION FACTOR GTP binding Elongation factor Tu domain 2 Elongation factor-type GTP-binding protein
Mapoly0004s0257,GO:0005524 PF00069 GO:0004672 PTHR24349 KOG0583 GO:0006468 PTHR24349:SF100,GO PFAM GO PANTHER KOG GO PANTHER,ATP binding Protein kinase domain protein kinase activity SERINE/THREONINE-PROTEIN KINASE Serine/threonine protein kinase protein phosphorylation nan
Mapoly0004s0258,KOG3017 PF00188 K13449 PTHR10334 PTHR10334:SF170,KOG PFAM KEGGORTH PANTHER PANTHER,Defense-related protein containing SCP domain Cysteine-rich secretory protein family pathogenesis-related protein 1 CYSTEINE-RICH SECRETORY PROTEIN-RELATED nan
Mapoly0004s0259,KOG1303 PF01490 PTHR22950:SF60 PTHR22950,KOG PFAM PANTHER PANTHER,Amino acid transporters Transmembrane amino acid transporter protein nan AMINO ACID TRANSPORTER
Mapoly0004s0260,PF00188 K13449 PTHR10334 PTHR10334:SF170,PFAM KEGGORTH PANTHER PANTHER,Cysteine-rich secretory protein family pathogenesis-related protein 1 CYSTEINE-RICH SECRETORY PROTEIN-RELATED nan
Mapoly0004s0261,PF00188 K13449 PTHR10334 PTHR10334:SF170,PFAM KEGGORTH PANTHER PANTHER,Cysteine-rich secretory protein family pathogenesis-related protein 1 CYSTEINE-RICH SECRETORY PROTEIN-RELATED nan
Mapoly0004s0262,GO:0005524 PF00069 GO:0004672 PTHR24349 KOG0583 GO:0006468 PTHR24349:SF100,GO PFAM GO PANTHER KOG GO PANTHER,ATP binding Protein kinase domain protein kinase activity SERINE/THREONINE-PROTEIN KINASE Serine/threonine protein kinase protein phosphorylation nan
Mapoly0004s0263,PF13855 GO:0005524 KOG1187 PF13516 PF00069 PF08263 GO:0005515 GO:0004672 PF00560 GO:0006468 PTHR24420,PFAM GO KOG PFAM PFAM PFAM GO GO PFAM GO PANTHER,Leucine rich repeat ATP binding Serine/threonine protein kinase Leucine Rich repeat Protein kinase domain Leucine rich repeat N-terminal domain protein binding protein kinase activity Leucine Rich Repeat protein phosphorylation LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE
Mapoly0004s0269,GO:0048500 K03105 KOG3198 PTHR17453 GO:0008312 PF01922 GO:0006614 PTHR17453:SF0,GO KEGGORTH KOG PANTHER GO PFAM GO PANTHER,"signal recognition particle signal recognition particle subunit SRP19 Signal recognition particle, subunit Srp19 SIGNAL RECOGNITION PARTICLE 19 KD PROTEIN 7S RNA binding SRP19 protein SRP-dependent cotranslational protein targeting to membrane SUBFAMILY NOT NAMED"
Mapoly0004s0270,GO:0009055 PF02298 GO:0005507,GO PFAM GO,electron carrier activity Plastocyanin-like domain copper ion binding
Mapoly0004s0271,GO:0005507 GO:0009055 PF02298,GO GO PFAM,copper ion binding electron carrier activity Plastocyanin-like domain
Mapoly0004s0273,KOG1375 PF00091 GO:0005874 K07375 PTHR11588 PTHR11588:SF72 GO:0007017 PF03953 GO:0006184 GO:0003924 GO:0051258 GO:0043234 GO:0005525,KOG PFAM GO KEGGORTH PANTHER PANTHER GO PFAM GO GO GO GO GO,"Beta tubulin Tubulin/FtsZ family, GTPase domain microtubule tubulin beta TUBULIN nan microtubule-based process Tubulin C-terminal domain GTP catabolic process GTPase activity protein polymerization protein complex GTP binding"
Mapoly0004s0278,PTHR15907:SF31 PTHR15907 PF04749,PANTHER PANTHER PFAM,nan FAMILY NOT NAMED PLAC8 family
Mapoly0004s0279,PTHR11711 PF00025 K07977 KOG0070 PTHR11711:SF118 GO:0005525,PANTHER PFAM KEGGORTH KOG PANTHER GO,"ADP RIBOSYLATION FACTOR-RELATED ADP-ribosylation factor family Arf/Sar family, other GTP-binding ADP-ribosylation factor Arf1 nan GTP binding"
Mapoly0004s0280,PTHR10992 PF12697 PTHR10992:SF238,PANTHER PFAM PANTHER,"ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN Alpha/beta hydrolase family HYDROLASE, ALPHA/BETA FOLD FAMILY PROTEIN"
Mapoly0004s0282,PTHR14237:SF3 PF03473 PTHR14237 GO:0030170 GO:0030151 KOG2362 GO:0003824 PF03476,PANTHER PFAM PANTHER GO GO KOG GO PFAM,SUBFAMILY NOT NAMED MOSC domain MOLYBDOPTERIN COFACTOR SULFURASE (MOSC) pyridoxal phosphate binding molybdenum ion binding Uncharacterized Fe-S protein catalytic activity MOSC N-terminal beta barrel domain
Mapoly0004s0283,PTHR16295,PANTHER,TRAF-TYPE ZINC FINGER PROTEIN-RELATED
Mapoly0004s0284,PTHR12290:SF2 K01922 6.3.2.5 PF04127 PTHR12290 KOG2728,PANTHER KEGGORTH EC PFAM PANTHER KOG,PHOSPHOPANTOTHENATE--CYSTEINE LIGASE phosphopantothenate-cysteine ligase [EC:6.3.2.5] Phosphopantothenate--cysteine ligase. DNA / pantothenate metabolism flavoprotein CORNICHON-RELATED Uncharacterized conserved protein with similarity to phosphopantothenoylcysteine synthetase/decarboxylase
Mapoly0004s0285,GO:0016491 PTHR24319 GO:0008152 KOG1208 PF00106 PTHR24319:SF0,GO PANTHER GO KOG PFAM PANTHER,oxidoreductase activity FAMILY NOT NAMED metabolic process Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases) short chain dehydrogenase SUBFAMILY NOT NAMED
Mapoly0004s0286,PTHR12663:SF0 K11267 PTHR12663 KOG1525,PANTHER KEGGORTH PANTHER KOG,"SUBFAMILY NOT NAMED sister chromatid cohesion protein PDS5 ANDROGEN INDUCED INHIBITOR OF PROLIFERATION (AS3) / PDS5-RELATED Sister chromatid cohesion complex Cohesin, subunit PDS5"
Mapoly0004s0287,GO:0005524 KOG1187 PF00069 GO:0004672 GO:0006468 PTHR24420,GO KOG PFAM GO GO PANTHER,ATP binding Serine/threonine protein kinase Protein kinase domain protein kinase activity protein phosphorylation LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE
Mapoly0004s0288,PF14990,PFAM,Domain of unknown function (DUF4516)
Mapoly0004s0289,GO:0016020 PTHR11654 PF00854 KOG1237 GO:0006810 PTHR11654:SF76 GO:0005215,GO PANTHER PFAM KOG GO PANTHER GO,membrane OLIGOPEPTIDE TRANSPORTER-RELATED POT family H+/oligopeptide symporter transport nan transporter activity
Mapoly0004s0290,GO:0016020 PTHR11654 PF00854 GO:0006810 PTHR11654:SF76 GO:0005215,GO PANTHER PFAM GO PANTHER GO,membrane OLIGOPEPTIDE TRANSPORTER-RELATED POT family transport nan transporter activity
Mapoly0004s0291,GO:0016020 PTHR11654 PF00854 KOG1237 GO:0006810 PTHR11654:SF76 GO:0005215,GO PANTHER PFAM KOG GO PANTHER GO,membrane OLIGOPEPTIDE TRANSPORTER-RELATED POT family H+/oligopeptide symporter transport nan transporter activity
Mapoly0004s0292,GO:0016020 PTHR11654 PF00854 PTHR11654:SF78 KOG1237 GO:0006810 GO:0005215,GO PANTHER PFAM PANTHER KOG GO GO,membrane OLIGOPEPTIDE TRANSPORTER-RELATED POT family nan H+/oligopeptide symporter transport transporter activity
Mapoly0004s0293,GO:0005515 PTHR13889:SF2 PTHR13889 KOG1539 GO:0006364 GO:0032040 K14554 PF04192 PF00400,GO PANTHER PANTHER KOG GO GO KEGGORTH PFAM PFAM,"protein binding WD-REPEAT PROTEIN 36 (T-CELL ACTIVATION WD REPEAT PROTEIN) PRE-MRNA SPLICING FACTOR PRP19-RELATED WD repeat protein rRNA processing small-subunit processome U3 small nucleolar RNA-associated protein 21 Utp21 specific WD40 associated putative domain WD domain, G-beta repeat"
Mapoly0004s0295,PTHR21562:SF6 KOG4287 PTHR21562 PF03283,PANTHER KOG PANTHER PFAM,nan Pectin acetylesterase and similar proteins NOTUM-RELATED Pectinacetylesterase
Mapoly0004s0296,PTHR31906 PF04755 PTHR31906:SF3,PANTHER PFAM PANTHER,FAMILY NOT NAMED PAP_fibrillin nan
Mapoly0004s0297,PTHR11062:SF63 PTHR11062 KOG1021 PF03016,PANTHER PANTHER KOG PFAM,nan EXOSTOSIN (HEPARAN SULFATE GLYCOSYLTRANSFERASE)-RELATED Acetylglucosaminyltransferase EXT1/exostosin 1 Exostosin family
Mapoly0004s0298,KOG1187 PF07714 GO:0004672 GO:0006468 PTHR24420,KOG PFAM GO GO PANTHER,Serine/threonine protein kinase Protein tyrosine kinase protein kinase activity protein phosphorylation LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE
Mapoly0004s0300,GO:0005524 PTHR11909:SF7 PF00069 GO:0004672 2.7.11.1 K02214 KOG1167 GO:0006468 PTHR11909,GO PANTHER PFAM GO EC KEGGORTH KOG GO PANTHER,"ATP binding CELL DIVISION CONTROL PROTEIN 7 Protein kinase domain protein kinase activity Non-specific serine/threonine protein kinase. cell division control protein 7 [EC:2.7.11.1] Serine/threonine protein kinase of the CDC7 subfamily involved in DNA synthesis, repair and recombination protein phosphorylation CASEIN KINASE-RELATED"
Mapoly0004s0301,PF03151 PTHR11132 KOG1441 PTHR11132:SF41,PFAM PANTHER KOG PANTHER,Triose-phosphate Transporter family SOLUTE CARRIER FAMILY 35 Glucose-6-phosphate/phosphate and phosphoenolpyruvate/phosphate antiporter nan
Mapoly0004s0304,PF03385 PTHR31362:SF0 PTHR31362,PFAM PANTHER PANTHER,"Protein of unknown function, DUF288 SUBFAMILY NOT NAMED FAMILY NOT NAMED"
Mapoly0004s0306,KOG1871 PTHR24006:SF363 3.1.2.15 PF00443 GO:0006511 K11841 GO:0036459 PTHR24006,KOG PANTHER EC PFAM GO KEGGORTH GO PANTHER,Ubiquitin-specific protease nan Ubiquitin thiolesterase. Ubiquitin carboxyl-terminal hydrolase ubiquitin-dependent protein catabolic process ubiquitin carboxyl-terminal hydrolase 10 [EC:3.1.2.15] nan FAMILY NOT NAMED
Mapoly0004s0307,PTHR10314:SF97 PF00291 KOG1252 PTHR10314,PANTHER PFAM KOG PANTHER,"nan Pyridoxal-phosphate dependent enzyme Cystathionine beta-synthase and related enzymes SER/THR DEHYDRATASE, TRP SYNTHASE"
Mapoly0004s0308,PTHR12509:SF8 PF06294 PF15261 PTHR12509,PANTHER PFAM PFAM PANTHER,SPERMATOGENESIS-ASSOCIATED 4 Domain of Unknown Function (DUF1042) Domain of unknown function (DUF4591) SPERMATOGENESIS-ASSOCIATED 4-RELATED
Mapoly0004s0310,GO:0006397 PF01348,GO PFAM,mRNA processing Type II intron maturase
Mapoly0005s0001,GO:0016020 PTHR31561:SF3 PTHR31561 GO:0006633 GO:0016747 GO:0008610 PF08392 PF08541,GO PANTHER PANTHER GO GO GO PFAM PFAM,"membrane nan FAMILY NOT NAMED fatty acid biosynthetic process transferase activity, transferring acyl groups other than amino-acyl groups lipid biosynthetic process FAE1/Type III polyketide synthase-like protein 3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal"
Mapoly0005s0003,KOG2150,KOG,"CCR4-NOT transcriptional regulation complex, NOT5 subunit"
Mapoly0005s0005,PTHR22884:SF285 PF00628 GO:0005515 PF00856 PTHR22884,PANTHER PFAM GO PFAM PANTHER,nan PHD-finger protein binding SET domain SET DOMAIN PROTEINS
Mapoly0005s0006,GO:0003723 GO:0005737 GO:0003743 KOG1670 K03259 PF01652 GO:0006413 PTHR11960,GO GO GO KOG KEGGORTH PFAM GO PANTHER,"RNA binding cytoplasm translation initiation factor activity Translation initiation factor 4F, cap-binding subunit (eIF-4E) and related cap-binding proteins translation initiation factor eIF-4E Eukaryotic initiation factor 4E translational initiation EUKARYOTIC TRANSLATION INITIATION FACTOR 4E RELATED"
Mapoly0005s0007,KOG0090 PF09439 PTHR19326 K12272,KOG PFAM PANTHER KEGGORTH,"Signal recognition particle receptor, beta subunit (small G protein superfamily) Signal recognition particle receptor beta subunit SIGNAL RECOGNITION PARTICLE RECEPTOR BETA SUBUNIT RELATED signal recognition particle receptor subunit beta"
Mapoly0005s0008,PTHR14241 PTHR14241:SF11 PF07534,PANTHER PANTHER PFAM,INTERFERON-INDUCED PROTEIN 44 nan TLD
Mapoly0005s0009,PTHR10742:SF97 PTHR10742 PF01593 GO:0055114 GO:0016491 KOG4254,PANTHER PANTHER PFAM GO GO KOG,"HETERODISULFIDE REDUCTASE, SUBUNIT A AMINE OXIDASE Flavin containing amine oxidoreductase oxidation-reduction process oxidoreductase activity Phytoene desaturase"
Mapoly0005s0011,GO:0016020 K01230 KOG2204 PTHR11742 GO:0005509 GO:0004571 PF01532 PTHR11742:SF6 3.2.1.113,GO KEGGORTH KOG PANTHER GO GO PFAM PANTHER EC,"membrane mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113] Mannosyl-oligosaccharide alpha-1,2-mannosidase and related glycosyl hydrolases MANNOSYL-OLIGOSACCHARIDE ALPHA-1,2-MANNOSIDASE-RELATED calcium ion binding mannosyl-oligosaccharide 1,2-alpha-mannosidase activity Glycosyl hydrolase family 47 MANNOSYL-OLIGOSACCHARIDE ALPHA-1,2-MANNOSIDASE Mannosyl-oligosaccharide 1,2-alpha-mannosidase."
Mapoly0005s0013,PTHR11043:SF0 PTHR11043 KOG3343 PF01217,PANTHER PANTHER KOG PFAM,"SUBFAMILY NOT NAMED ZETA-COAT PROTEIN Vesicle coat complex COPI, zeta subunit Clathrin adaptor complex small chain"
Mapoly0005s0015,PF00544 PTHR31683:SF3 PTHR31683,PFAM PANTHER PANTHER,Pectate lyase nan FAMILY NOT NAMED
Mapoly0005s0017,PTHR10772 KOG1641 GO:0005737 PF00166 GO:0006457 K04078,PANTHER KOG GO PFAM GO KEGGORTH,10 KDA HEAT SHOCK PROTEIN Mitochondrial chaperonin cytoplasm Chaperonin 10 Kd subunit protein folding chaperonin GroES
Mapoly0005s0018,KOG4508 PTHR15975 PF10155,KOG PANTHER PFAM,Uncharacterized conserved protein UNCHARACTERIZED Uncharacterized conserved protein (DUF2363)
Mapoly0005s0019,KOG4831 PF10639,KOG PFAM,Unnamed protein Uncharacterised protein family UPF0546
Mapoly0005s0020,PF00929 PTHR23044 KOG0542,PFAM PANTHER KOG,Exonuclease 3'-5' EXONUCLEASE ERI1-RELATED Predicted exonuclease
Mapoly0005s0021,PF13266 PTHR31132 PTHR31132:SF2,PFAM PANTHER PANTHER,Protein of unknown function (DUF4057) FAMILY NOT NAMED nan
Mapoly0005s0025,GO:0016021 PF02537,GO PFAM,integral to membrane CrcB-like protein
Mapoly0005s0028,PTHR12526:SF41 GO:0009058 PF00534 KOG0853 PTHR12526,PANTHER GO PFAM KOG PANTHER,GLYCOSYLTRANSFERASE biosynthetic process Glycosyl transferases group 1 Glycosyltransferase GLYCOSYLTRANSFERASE
Mapoly0005s0031,PTHR31966:SF3 PTHR31966,PANTHER PANTHER,nan FAMILY NOT NAMED
Mapoly0005s0032,PF08561 KOG3435,PFAM KOG,Mitochondrial ribosomal protein L37 Mitochondrial/chloroplast ribosomal protein L54/L37
Mapoly0005s0033,PTHR12695 GO:0006289 PTHR12695:SF2 PF07975 GO:0008270 GO:0006281 GO:0006351 GO:0000439 KOG2807 PF04056 K03142,PANTHER GO PANTHER PFAM GO GO GO GO KOG PFAM KEGGORTH,"GENERAL TRANSCRIPTION FACTOR IIH SUBUNIT 2 nucleotide-excision repair GENERAL TRANSCRIPTION FACTOR IIH SUBUNIT 2 TFIIH C1-like domain zinc ion binding DNA repair transcription, DNA-dependent core TFIIH complex RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH, subunit SSL1 Ssl1-like transcription initiation factor TFIIH subunit 2"
Mapoly0005s0034,GO:0005840 KOG4607 GO:0003735 PF03948 PF01281 PTHR21368 GO:0005622 K02939 GO:0006412,GO KOG GO PFAM PFAM PANTHER GO KEGGORTH GO,"ribosome Mitochondrial ribosomal protein L9 structural constituent of ribosome Ribosomal protein L9, C-terminal domain Ribosomal protein L9, N-terminal domain 50S RIBOSOMAL PROTEIN L9 intracellular large subunit ribosomal protein L9 translation"
Mapoly0005s0035,PTHR30509:SF1 PF04632 PTHR30509 GO:0005886 GO:0006810,PANTHER PFAM PANTHER GO GO,nan Fusaric acid resistance protein family P-HYDROXYBENZOIC ACID EFFLUX PUMP SUBUNIT-RELATED plasma membrane transport
Mapoly0005s0036,PTHR11695:SF465 GO:0055114 GO:0008270 PF08240 GO:0016491 KOG1198 PF00107 PTHR11695,PANTHER GO GO PFAM GO KOG PFAM PANTHER,nan oxidation-reduction process zinc ion binding Alcohol dehydrogenase GroES-like domain oxidoreductase activity Zinc-binding oxidoreductase Zinc-binding dehydrogenase ALCOHOL DEHYDROGENASE RELATED
Mapoly0005s0037,PF01161 PTHR11362 KOG3346,PFAM PANTHER KOG,Phosphatidylethanolamine-binding protein PHOSPHATIDYLETHANOLAMINE-BINDING PROTEIN Phosphatidylethanolamine binding protein
Mapoly0005s0038,KOG2743 PTHR13748:SF11 PF07683 PTHR13748 PF02492,KOG PANTHER PFAM PANTHER PFAM,"Cobalamin synthesis protein PRLI-INTERACTING FACTOR L Cobalamin synthesis protein cobW C-terminal domain COBW-RELATED CobW/HypB/UreG, nucleotide-binding domain"
Mapoly0005s0039,PF03822 GO:0005524 PF00069 PTHR24343:SF136 GO:0004672 2.7.1.- GO:0007165 KOG0583 GO:0006468 K00924 PTHR24343,PFAM GO PFAM PANTHER GO EC GO KOG GO KEGGORTH PANTHER,NAF domain ATP binding Protein kinase domain nan protein kinase activity Phosphotransferases with an alcohol group as acceptor. signal transduction Serine/threonine protein kinase protein phosphorylation phosphatidylinositol-4-phosphate 3-kinase [EC:2.7.1.154] SERINE/THREONINE KINASE
Mapoly0005s0040,PF02978 GO:0048500 PF00448 GO:0008312 K03106 KOG0780 GO:0003924 GO:0006614 PTHR11564:SF7 PF02881 GO:0005525 PTHR11564,PFAM GO PFAM GO KEGGORTH KOG GO GO PANTHER PFAM GO PANTHER,"Signal peptide binding domain signal recognition particle SRP54-type protein, GTPase domain 7S RNA binding signal recognition particle subunit SRP54 Signal recognition particle, subunit Srp54 GTPase activity SRP-dependent cotranslational protein targeting to membrane SIGNAL RECOGNITION PARTICLE PROTEIN SRP54-type protein, helical bundle domain GTP binding GTPASE CONTAINING FAMILY OF SIGNAL RECOGNITION PARTICLE PROTEINS"
